Código do Termo;Termo;Apresentação;Laboratório;Data de início de vigência;Data de fim de vigência;Data de fim de implantação;REGISTRO ANVISA
90364732;HOLOXANE;2 G PO SOL INJ CX 1 FA VD TRANS X 50 ML;BAXTER HOSPITALAR LTDA;10/04/2017;;09/07/2017;1068301710060
90068998;IFOSFAMIDA;2 G PO PREP EXT INJ CT 10 FA VD INC;EUROFARMA LABORATÓRIOS S.A.;01/01/2016;;31/03/2016;1004300310054
90068980;IFOSFAMIDA;1 G PO P/ PRE EXT INJ CT 10 FA VD INC ;EUROFARMA LABORATÓRIOS S.A.;01/01/2016;;31/03/2016;1004300310021
90400054;EVOLOX;1 G PO LIOF INJ CT FA VD TRANS X 1,5 G;FARMARIN INDUSTRIA E COMERCIO LTDA;01/03/2019;;31/05/2019;1168800180012
90130022;LIFOS;1 G PO LIOF INJ CT FR AMP VD INC (REST HOSP);LABORATÓRIOS LIBRA DO BRASIL LTDA;01/01/2016;;31/03/2016;1206900350013
90404971;EVOLOX;1 G PO LIOF INJ CT FA VD TRANS X 1,5 G;WYETH INDÚSTRIA FARMACÊUTICA LTDA;01/03/2019;;31/05/2019;1211003870018
90078551;THYMOGLOBULINE;25 MG PO LIOF INJ CT FA VD INC;GENZYME DO BRASIL LTDA;10/10/2012;;31/08/2014;1254300180028
90268920;REMICADE;10 MG/ML PO LIOF CT FA VD INC X 10 ML;JANSSEN-CILAG FARMACÊUTICA LTDA;01/12/2013;;31/08/2014;1123634030011
90345096;BIO MANGUINHOS INFLIXIMABE;10 MG/ML PO LIOF CT FA VD INC X 10 ML;FUNDAÇÃO OSWALDO CRUZ;01/06/2016;;31/08/2016;1106301420018
90346408;REMSIMA;10 MG/ML PO LIOF CT FA VD INC X 10 ML ;CELLTRION HEALTHCARE DISTRIBUICAO DE PRODUTOS FARMACEUTICOS DOS BRASIL LTDA;01/06/2016;;31/08/2016;1921600010010
90255224;YERVOY;50 MG SOL INJ INC CT 1 FA VD INC X 10 ML;BRISTOL-MYERS SQUIBB FARMACÊUTICA LTDA;01/01/2016;;31/03/2016;1018004020012
90255232;YERVOY;200 MG SOL INJ INC CT 1 FA VD INC X 40 ML;BRISTOL-MYERS SQUIBB FARMACÊUTICA LTDA;01/01/2016;;31/03/2016;1018004020020
90398750;TALTZ;80MG/ML SOL INJ CT 1 SER PREENC VD INC X 1ML + 1 CAN APLIC;ELI LILLY DO BRASIL LTDA;01/03/2019;;31/05/2019;1126001960011
90398769;TALTZ;80MG/ML SOL INJ CT 2 SER PREENC VD INC X 1ML + 2 CAN APLIC;ELI LILLY DO BRASIL LTDA;01/03/2019;;31/05/2019;1126001960038
90398777;TALTZ;80MG/ML SOL INJ CT 3 SER PREENC VD INC X 1ML + 3 CAN APLIC;ELI LILLY DO BRASIL LTDA;01/03/2019;;31/05/2019;1126001960054
90398785;TALTZ;80MG/ML SOL INJ CT 1 SER PREENC VD INC X 1ML;ELI LILLY DO BRASIL LTDA;01/03/2019;;31/05/2019;1126001960021
90398793;TALTZ;80MG/ML SOL INJ CT 2 SER PREENC VD INC X 1ML;ELI LILLY DO BRASIL LTDA;01/03/2019;;31/05/2019;1126001960046
90398807;TALTZ;80MG/ML SOL INJ CT 3 SER PREENC VD INC X 1ML;ELI LILLY DO BRASIL LTDA;01/03/2019;;31/05/2019;1126001960062
90423380;REVLIMID;25 MG CAP CT BL AL PLAS TRANS X 21;CELGENE BRASIL PRODUTOS FARMACÊUTICOS LTDA.;01/03/2019;;31/05/2019;1961400020054
90423399;REVLIMID;15 MG CAP CT BL AL PLAS TRANS X 21;CELGENE BRASIL PRODUTOS FARMACÊUTICOS LTDA.;01/03/2019;;31/05/2019;1961400020046
90423402;REVLIMID;10 MG CAP CT BL AL PLAS TRANS X 21;CELGENE BRASIL PRODUTOS FARMACÊUTICOS LTDA.;01/03/2019;;31/05/2019;1961400020038
90423410;REVLIMID;5 MG CAP CT BL AL PLAS TRANS X 21;CELGENE BRASIL PRODUTOS FARMACÊUTICOS LTDA.;01/03/2019;;31/05/2019;1961400020021
90398726;LETROZOL;2,5 MG COM REV CT BL AL PLAS TRANS X 30;DR. REDDYS FARMACÊUTICA DO BRASIL LTDA;01/03/2019;;31/05/2019;1514300360018
90069137;LETROZOL;2,5 MG COM REV CT BL AL PLAS INC X 30;EUROFARMA LABORATÓRIOS S.A.;01/01/2016;;31/03/2016;1004309530030
90170555;FEMARA;2,5 MG COM REV CT BL AL PLAS INC X 28;NOVARTIS BIOCIENCIAS S.A;10/10/2012;;31/08/2014;1006801000011
90355237;LETROZOL;2,5 MG COM REV CT BL AL PLAS TRANS X 28;RANBAXY FARMACÊUTICA LTDA;01/10/2016;;31/12/2016;1235202380018
90385497;SOLETRE;2,5 MG COM REV CT BL AL PLAS TRANS X 28;RANBAXY FARMACÊUTICA LTDA;01/01/2018;;31/03/2018;1235202400019
90413431;LETROZOL;2,5 MG COM REV CT BL AL PLAS TRANS X 28;SUN FARMACÊUTICA DO BRASIL LTDA;01/03/2019;;31/05/2019;1468200600011
90414918;LETROZOL;2,5 MG COM REV CT BL AL PLAS TRANS X 30;ZYDUS NIKKHO FARMACÊUTICA LTDA;01/03/2019;;31/05/2019;1565100550012
90423771;LETROZOL;2,5 MG COM REV CT BL AL PLAS PVC/PE/PVDC TRANS X 30;NATCOFARMA DO BRASIL LTDA;01/03/2019;;31/05/2019;1826100010016
90423780;LETROZOL;2,5 MG COM REV CT FR PLAS HDPE OPC X 30;NATCOFARMA DO BRASIL LTDA;01/03/2019;;31/05/2019;1826100010024
90035151;CITOSTAL;10 MG CAP GEL DURA CT FR VD AMB X 5;BRISTOL-MYERS SQUIBB FARMACÊUTICA LTDA;01/01/2016;;31/03/2016;1018001040018
90035160;CITOSTAL;40 MG CAP GEL DURA CT FR VD AMB X 5;BRISTOL-MYERS SQUIBB FARMACÊUTICA LTDA;01/01/2016;;31/03/2016;1018001040026
90133390;SUTENT;12,5 MG CAP GEL DURA CT FR PLAS OPC X 28;LABORATÓRIOS PFIZER LTDA;01/06/2016;;31/08/2016;1021602050012
90133404;SUTENT;25 MG CAP GEL DURA CT FR PLAS OPC X 28 ;LABORATÓRIOS PFIZER LTDA;10/10/2012;;31/08/2014;1021602050055
90133412;SUTENT;50 MG CAP GEL DURA CT FR PLAS OPC X 28 ;LABORATÓRIOS PFIZER LTDA;10/10/2012;;31/08/2014;1021602050098
90375599;ALKERAN;50 MG PO LIOF INJ CT FA VD TRANS + SOL DIL X 10 ML;ASPEN PHARMA INDÚSTRIA FARMACÊUTICA LTDA;01/01/2018;;31/03/2018;1376401500017
90375602;ALKERAN;2 MG COM REV CT FR VD AMB X 25;ASPEN PHARMA INDÚSTRIA FARMACÊUTICA LTDA;01/01/2018;;31/03/2018;1376401500025
90402340;NUCALA;100 MG PO LIOF SOL INJ CT FA VD TRANS;GLAXOSMITHKLINE BRASIL LTDA;01/03/2019;;31/05/2019;1010703350016
90277082;PURINETHOL;50 MG COM CT FR VD AMB X 25;ASPEN PHARMA INDÚSTRIA FARMACÊUTICA LTDA;01/12/2013;;31/08/2014;1376401330014
90384822;TAFINLAR;50 MG CAP DURA CT FR PLAS OPC X 28;NOVARTIS BIOCIENCIAS S.A;01/01/2018;;31/03/2018;1006811350015
90384830;TAFINLAR;50 MG CAP DURA CT FR PLAS OPC X 120;NOVARTIS BIOCIENCIAS S.A;01/01/2018;;31/03/2018;1006811350023
90384849;TAFINLAR;75 MG CAP DURA CT FR PLAS OPC X 120;NOVARTIS BIOCIENCIAS S.A;01/01/2018;;31/03/2018;1006811350041
90384857;TAFINLAR;75 MG CAP DURA CT FR PLAS OPC X 28;NOVARTIS BIOCIENCIAS S.A;01/01/2018;;31/03/2018;1006811350031
90292618;HALAVEN;0,5 MG/ML SOL INJ CT FA VD INC X 2ML;EISAI LABORATÓRIOS LTDA;01/01/2016;;31/03/2016;1731000010014
90257847;MESILATO DE IMATINIBE;100 MG COM REV OR CT BL AL PLAS TRANS X 60;CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.;01/12/2013;;31/08/2014;1029803980020
90257855;MESILATO DE IMATINIBE;100 MG COM REV OR CX BL AL PLAS TRANS X 200 (EMB HOSP);CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.;01/12/2013;;31/08/2014;1029803980039
90257863;MESILATO DE IMATINIBE;100 MG COM REV OR CX BL AL PLAS TRANS X 600 (EMB HOSP);CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.;01/12/2013;;31/08/2014;1029803980047
90257871;MESILATO DE IMATINIBE;400 MG COM REV OR CT BL AL PLAS TRANS X 30;CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.;01/12/2013;;31/08/2014;1029803980055
90257880;MESILATO DE IMATINIBE;400 MG COM REV OR CT BL AL PLAS TRANS X 60;CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.;01/12/2013;;31/08/2014;1029803980063
90257898;MESILATO DE IMATINIBE;400 MG COM REV OR CX BL AL PLAS TRANS X 200 (EMB HOSP);CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.;01/12/2013;;31/08/2014;1029803980071
90257901;MESILATO DE IMATINIBE;400 MG COM REV OR CX BL AL PLAS TRANS X 600 (EMB HOSP);CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.;01/12/2013;;31/08/2014;1029803980081
90222008;MESILATO DE IMATINIBE;100 MG COM REV CT BL AL PLAS INC X 60;EUROFARMA LABORATÓRIOS S.A.;01/01/2016;;31/03/2016;1004310560029
90222016;MESILATO DE IMATINIBE;400 MG COM REV CT BL AL PLAS INC X 30;EUROFARMA LABORATÓRIOS S.A.;01/01/2016;;31/03/2016;1004310560045
90260112;MESILATO DE IMATINIBE;100 MG COM REV CT BL AL PLAS OPC X 60;INSTITUTO VITAL BRAZIL S/A;01/12/2013;;31/08/2014;1040701040011
90260120;MESILATO DE IMATINIBE;400 MG COM REV CT BL AL PLAS OPC X 30;INSTITUTO VITAL BRAZIL S/A;01/12/2013;;31/08/2014;1040701040046
90170911;GLIVEC;100 MG COM REV CT BL AL PVC/PE/PVDC X 60;NOVARTIS BIOCIENCIAS S.A;10/10/2012;;31/08/2014;1006801740074
90170938;GLIVEC;400 MG COM REV CT BL AL PVC/PE/PVDC X 30;NOVARTIS BIOCIENCIAS S.A;10/10/2012;;31/08/2014;1006801740082
90170920;GLIVEC;400 MG COM REV CT BL AL/AL X 30;NOVARTIS BIOCIENCIAS S.A;10/10/2012;;31/08/2014;1006801740090
90418913;GLIMATIN;100 MG COM REV CT BL AL PLAS OPC X 60 ;EMS S/A;01/03/2019;;31/05/2019;1023511640018
90389921;GLIMATIN;400 MG COM REV CT BL AL PLAS OPC X 30 ;EMS S/A;01/01/2018;;31/03/2018;1023511640034
90419430;MESILATO DE IMATINIBE;400 MG COM REV CT BL AL PLAS OPC X 30;EMS S/A;01/03/2019;;31/05/2019;1023510800038
90419448;MESILATO DE IMATINIBE;100 MG COM REV CT BL AL PLAS OPC X 60;EMS S/A;01/03/2019;;31/05/2019;1023510800011
90287118;MESILATO DE IMATINIBE;100 MG COM REV CT BL AL PLAS TRANS X 60;FUNDAÇÃO OSWALDO CRUZ;01/12/2013;;31/08/2014;1106301320021
90287126;MESILATO DE IMATINIBE;100 MG COM REV CT BL AL PLAS TRANS X 200 (EMB HOSP);FUNDAÇÃO OSWALDO CRUZ;01/12/2013;;31/08/2014;1106301320031
90287134;MESILATO DE IMATINIBE;100 MG COM REV CT BL AL PLAS TRANS X 600 (EMB HOSP);FUNDAÇÃO OSWALDO CRUZ;01/12/2013;;31/08/2014;1106301320048
90287142;MESILATO DE IMATINIBE;400 MG COM REV CT BL AL PLAS TRANS X 30;FUNDAÇÃO OSWALDO CRUZ;01/12/2013;;31/08/2014;1106301320056
90287150;MESILATO DE IMATINIBE;400 MG COM REV CT BL AL PLAS TRANS X 60;FUNDAÇÃO OSWALDO CRUZ;01/12/2013;;31/08/2014;1106301320064
90366166;LENVIMA;10 MG CAP DURA CT BL AL AL X 10;EISAI LABORATÓRIOS LTDA;10/04/2017;;09/07/2017;1731000030015
90366174;LENVIMA;10 MG CAP DURA CT BL AL AL X 20;EISAI LABORATÓRIOS LTDA;10/04/2017;;09/07/2017;1731000030023
90366204;LENVIMA;4 MG CAP DURA CT BL AL AL X 20;EISAI LABORATÓRIOS LTDA;10/04/2017;;09/07/2017;1731000030041
90366190;LENVIMA;4 MG CAP DURA CT BL AL AL X 10;EISAI LABORATÓRIOS LTDA;10/04/2017;;09/07/2017;1731000030066
90372948;TAGRISSO;40 MG COM REV CT BL AL AL X 30;ASTRAZENECA DO BRASIL LTDA;01/01/2018;;31/03/2018;1161802540019
90372956;TAGRISSO;80 MG COM REV CT BL AL AL X 30;ASTRAZENECA DO BRASIL LTDA;01/01/2018;;31/03/2018;1161802540027
90020553;MITEXAN;600 MG COM REV CT BL AL PLAS INC X 20;BAXTER HOSPITALAR LTDA;10/10/2012;;31/08/2014;1068301700030
90020537;MITEXAN;100 MG/ML SOL INJ CT 10 AMP VD INC X 4 ML;BAXTER HOSPITALAR LTDA;10/10/2012;;31/08/2014;1068301700014
90020545;MITEXAN;400 MG COM REV CT BL AL PLAS INC X 20;BAXTER HOSPITALAR LTDA;10/10/2012;;31/08/2014;1068301700022
90031989;MESNA;100 MG/ML SOL INJ IV CT 50 AMP VD INC X 4 ML (EMB HOSP);BLAU FARMACÊUTICA S.A.;01/01/2016;;31/03/2016;1163700700031
90069544;MESNA;100 MG / ML SOL INJ CT 50 AMP VD INC X 4 ML;EUROFARMA LABORATÓRIOS S.A.;01/01/2016;;31/03/2016;1004308000046
90235851;MESNA;100 MG/MLSOL INJ IV CX 10 AMP VD INC X 4 ML (EMB HOSP);NOVAFARMA INDÚSTRIA FARMACÊUTICA LTDA;10/10/2012;;31/08/2014;1140200720016
90027663;NORMASTIG;0,5 MG/ML SOL INJ CT 50 AMP VD INC X 1 ML (EMB. HOSP.);BIOLAB SANUS FARMACÊUTICA LTDA;10/10/2012;;31/08/2014;1097401750041
90333829;METILSULFATO DE NEOSTIGMINA;0,5 MG/ML SOL INJ CT AMP VD TRANS X 1 ML;BLAU FARMACÊUTICA S.A.;01/06/2016;;31/08/2016;1163701340010
90333837;METILSULFATO DE NEOSTIGMINA;0,5 MG/ML SOL INJ CT 3 AMP VD TRANS X 1 ML;BLAU FARMACÊUTICA S.A.;01/06/2016;;31/08/2016;1163701340029
90333845;METILSULFATO DE NEOSTIGMINA;0,5 MG/ML SOL INJ CT 5 AMP VD TRANS X 1 ML;BLAU FARMACÊUTICA S.A.;01/06/2016;;31/08/2016;1163701340037
90333853;METILSULFATO DE NEOSTIGMINA;0,5 MG/ML SOL INJ CT 10 AMP VD TRANS X 1 ML;BLAU FARMACÊUTICA S.A.;01/06/2016;;31/08/2016;1163701340045
90333861;METILSULFATO DE NEOSTIGMINA;0,5 MG/ML SOL INJ CT 50 AMP VD TRANS X 1 ML;BLAU FARMACÊUTICA S.A.;01/06/2016;;31/08/2016;1163701340053
90211758;PROSTIGMINE;0,5 MG/ML SOL INJ CX 50 AMP VD INC X 1 ML;VALEANT FARMACÊUTICA DO BRASIL LTDA;10/10/2012;;31/08/2014;1057500430011
90414101;NORMASTIG;0,5 MG/ML SOL INJ CT 50 AMP VD TRANS X 1 ML;UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A;01/03/2019;;31/05/2019;1049714060044
90032012;METREXATO;2,5 MG COM CT BL AL PLAS AMB X 24;BLAU FARMACÊUTICA S.A.;01/01/2016;;31/03/2016;1163700330062
90347951;MTX;100MG/ML SOL INJ CT FA VD TRANS X 10 ML;BLAU FARMACÊUTICA S.A.;01/10/2016;;31/12/2016;1163701370025
90347960;MTX;25MG/ML SOL INJ CT FA VD TRANS X 20 ML;BLAU FARMACÊUTICA S.A.;01/10/2016;;31/12/2016;1163701370017
90373766;METOTREXATO;25MG/ML SOL INJ CT FA VD TRANS X 20 ML;BLAU FARMACÊUTICA S.A.;01/01/2018;;31/03/2018;1163701420014
90373774;METOTREXATO;100MG/ML SOL INJ CT FA VD TRANS X 10 ML;BLAU FARMACÊUTICA S.A.;01/01/2018;;31/03/2018;1163701420022
90130049;LITREXATE;25 MG/ML SOL INJ CT FA VD AMB X 20 ML;LABORATÓRIOS LIBRA DO BRASIL LTDA;01/01/2016;;31/03/2016;1206900100025
90255780;MIANTREX CS;100 MG/ML SOL INJ CT FA PLAS TRANS X 10 ML (REST HOSP).;LABORATÓRIOS PFIZER LTDA;01/12/2013;;31/08/2014;1021601820019
90132866;MIANTREX CS;25 MG/ML SOL INJ CT FA PLAS TRANS X 2 ML (REST HOSP);LABORATÓRIOS PFIZER LTDA;01/01/2016;;31/03/2016;1021601820035
90132858;MIANTREX CS;25 MG/ML SOL INJ CT FA PLAS TRANS X 20 ML(REST HOSP);LABORATÓRIOS PFIZER LTDA;01/01/2016;;31/03/2016;1021601820043
90405544;MIANTREX CS;100 MG/ML SOL INJ CT FA PLAS TRANS X 10 ML;WYETH INDÚSTRIA FARMACÊUTICA LTDA;01/03/2019;;31/05/2019;1211003770048
90405552;MIANTREX CS;25 MG/ML SOL INJ CT FA PLAS TRANS X 2 ML;WYETH INDÚSTRIA FARMACÊUTICA LTDA;01/03/2019;;31/05/2019;1211003770021
90405560;MIANTREX CS;25 MG/ML SOL INJ CT FA PLAS TRANS X 20 ML;WYETH INDÚSTRIA FARMACÊUTICA LTDA;01/03/2019;;31/05/2019;1211003770031
90144503;FAULDMETRO;100 MG/ML SOL INJ CT FA VD INC X 10 ML;LIBBS FARMACÊUTICA LTDA;10/10/2012;;31/08/2014;1003301370044
90144538;FAULDMETRO;25 MG/ML SOL INJ CT 5 FA VD INC X 2 ML;LIBBS FARMACÊUTICA LTDA;10/10/2012;;31/08/2014;1003301370036
90144546;FAULDMETRO;25 MG/ML SOL INJ CT FA VD INC X 20 ML;LIBBS FARMACÊUTICA LTDA;10/10/2012;;31/08/2014;1003301370028
90144511;FAULDMETRO;100 MG/ML SOL INJ CT FA VD INC X 50 ML;LIBBS FARMACÊUTICA LTDA;10/10/2012;;31/08/2014;1003301370052
90215397;TECNOMET;2,5 MG COM CT 2 BL AL PLAS AMB X 10;ZODIAC PRODUTOS FARMACÊUTICOS S/A;10/10/2012;;31/08/2014;1221400180074
90203275;TEVAMETHO;25 MG/ML SOL INJ CT FA VD INC X 2 ML;TEVA FARMACÊUTICA LTDA.;10/10/2012;;31/08/2014;1557300020016
90203267;TEVAMETHO;25 MG/ML SOL INJ CT FA VD INC X 20 ML;TEVA FARMACÊUTICA LTDA.;10/10/2012;;31/08/2014;1557300020024
90203259;TEVAMETHO;100 MG/ML SOL INJ CT FA VD INC X 50 ML;TEVA FARMACÊUTICA LTDA.;10/10/2012;;31/08/2014;1557300020040
90203240;TEVAMETHO;100 MG/ML SOL INJ CT FA VD INC X 10 ML ;TEVA FARMACÊUTICA LTDA.;10/10/2012;;31/08/2014;1557300020032
90002423;HYTAS;100 MG/ ML SOL INJ FA VD INC X 10 ML;ACCORD FARMACÊUTICA LTDA;10/10/2012;;31/08/2014;1553700100030
90002440;HYTAS;25 MG/ ML SOL INJ CT FA VD INC X 2 ML ;ACCORD FARMACÊUTICA LTDA;10/10/2012;;31/08/2014;1553700100014
90348940;MOFECELL;500 MG COM REV CT BL AL PLAS TRANS X 10;CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.;01/10/2016;;31/12/2016;1029804320016
90348958;MOFECELL;500 MG COM REV CT BL AL PLAS TRANS X 20;CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.;01/10/2016;;31/12/2016;1029804320024
90348966;MOFECELL;500 MG COM REV CT BL AL PLAS TRANS X 30;CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.;01/10/2016;;31/12/2016;1029804320032
90348974;MOFECELL;500 MG COM REV CT BL AL PLAS TRANS X 40;CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.;01/10/2016;;31/12/2016;1029804320040
90348982;MOFECELL;500 MG COM REV CT BL AL PLAS TRANS X 50;CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.;01/10/2016;;31/12/2016;1029804320059
90348990;MOFECELL;500 MG COM REV CT BL AL PLAS TRANS X 500;CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.;01/10/2016;;31/12/2016;1029804320067
90366239;MICOFENOLATO DE MOFETILA;500 MG COM REV CT BL AL PLAS TRANS X 10;CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.;10/04/2017;;09/07/2017;1029804300015
90366247;MICOFENOLATO DE MOFETILA;500 MG COM REV CT BL AL PLAS TRANS X 20;CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.;10/04/2017;;09/07/2017;1029804300023
90366255;MICOFENOLATO DE MOFETILA;500 MG COM REV CT BL AL PLAS TRANS X 30;CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.;10/04/2017;;09/07/2017;1029804300031
90366263;MICOFENOLATO DE MOFETILA;500 MG COM REV CT BL AL PLAS TRANS X 40;CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.;10/04/2017;;09/07/2017;1029804300041
90366271;MICOFENOLATO DE MOFETILA;500 MG COM REV CT BL AL PLAS TRANS X 50;CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.;10/04/2017;;09/07/2017;1029804300058
90371526;MICOFENOLATO DE MOFETILA;500 MG COM REV CT BL AL PLAS TRANS X 500;CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.;10/04/2017;;09/07/2017;1029804300066
90057961;MICOFENOLATO DE MOFETILA;500 MG COM REV CT BL AL PLAS PVDC OPC X 50;EMS S/A;01/03/2019;;31/08/2014;1023508650059
90069560;MICOFENOLATO DE MOFETILA;500 MG COM REV CT BL AL PLAS OPC X 50;EUROFARMA LABORATÓRIOS S.A.;01/01/2016;;31/03/2016;1004309900016
90306090;MICOFENOLATO DE MOFETILA;500 MG COM REV CT BL AL PLAS LEIT X 10;FUNDAÇÃO PARA O REMÉDIO POPULAR - FURP;01/01/2016;;31/03/2016;1103901820012
90306104;MICOFENOLATO DE MOFETILA;500 MG COM REV CT BL AL PLAS LEIT X 20;FUNDAÇÃO PARA O REMÉDIO POPULAR - FURP;01/01/2016;;31/03/2016;1103901820020
90306112;MICOFENOLATO DE MOFETILA;500 MG COM REV CT BL AL PLAS LEIT X 30;FUNDAÇÃO PARA O REMÉDIO POPULAR - FURP;01/01/2016;;31/03/2016;1103901820039
90306120;MICOFENOLATO DE MOFETILA;500 MG COM REV CT BL AL PLAS LEIT X 40;FUNDAÇÃO PARA O REMÉDIO POPULAR - FURP;01/01/2016;;31/03/2016;1103901820047
90306139;MICOFENOLATO DE MOFETILA;500 MG COM REV CT BL AL PLAS LEIT X 50 (EMB HOSP);FUNDAÇÃO PARA O REMÉDIO POPULAR - FURP;01/01/2016;;31/03/2016;1103901820055
90306147;MICOFENOLATO DE MOFETILA;500 MG COM REV CT BL AL PLAS LEIT X 60 (EMB FRAC);FUNDAÇÃO PARA O REMÉDIO POPULAR - FURP;01/01/2016;;31/03/2016;1103901820071
90306155;MICOFENOLATO DE MOFETILA;500 MG COM REV CT BL AL PLAS LEIT X 90 (EMB FRAC);FUNDAÇÃO PARA O REMÉDIO POPULAR - FURP;01/01/2016;;31/03/2016;1103901820081
90306163;MICOFENOLATO DE MOFETILA;500 MG COM REV CT BL AL PLAS LEIT X 500 (EMB HOSP);FUNDAÇÃO PARA O REMÉDIO POPULAR - FURP;01/01/2016;;31/03/2016;1103901820063
90252578;MOFILEN;500 MG COM REV CT BL AL/AL X 50;INSTITUTO BIOCHIMICO INDÚSTRIA FARMACÊUTICA LTDA;01/12/2013;;31/08/2014;1006302280019
90184254;CELLCEPT;500 MG COM REV CT BL AL PLAS OPC X 50;PRODUTOS ROCHE QUÍMICOS E FARMACÊUTICOS S.A.;10/10/2012;;31/08/2014;1010005390020
90002458;MICOFENOLATO DE MOFETILA;500 MG COM REV CT BL AL PLAS OPC X 50;ACCORD FARMACÊUTICA LTDA;10/10/2012;;31/08/2014;1553700080013
90002466;MICOFENOLATO DE MOFETILA;500 MG COM REV CT BL AL PLAS OPC X 500 (EMB HOSP);ACCORD FARMACÊUTICA LTDA;10/10/2012;;31/08/2014;1553700080021
90304926;MICOFENOLATO DE SODIO;180 MG COM REV CT BL AL/AL X 120 (EMB HOSP);FUNDAÇÃO PARA O REMÉDIO POPULAR - FURP;01/01/2016;;31/03/2016;1103901680016
90304934;MICOFENOLATO DE SODIO;360 MG COM REV CT BL AL/AL X 120 (EMB HOSP);FUNDAÇÃO PARA O REMÉDIO POPULAR - FURP;01/01/2016;;31/03/2016;1103901680024
90366280;MICOFENOLATO DE SODIO;180 MG COM REV LIB RETARD CT BL AL AL X 120 (EMB HOSP);COMANDO DO EXÉRCITO;10/04/2017;;09/07/2017;1120800820041
90366298;MICOFENOLATO DE SODIO;360 MG COM REV LIB RETARD CT BL AL AL X 120 (EMB HOSP);COMANDO DO EXÉRCITO;10/04/2017;;09/07/2017;1120800820149
90171756;MYFORTIC;180 MG COM REV CT BL AL/AL X 120;NOVARTIS BIOCIENCIAS S.A;10/10/2012;;31/08/2014;1006808970040
90171764;MYFORTIC;360 MG COM REV CT BL AL/AL X 120;NOVARTIS BIOCIENCIAS S.A;10/10/2012;;31/08/2014;1006808970075
90387660;MICOFENOLATO DE SÓDIO;360 MG COM REV LIB RETARD CT BL AL AL X 20;ACCORD FARMACÊUTICA LTDA;01/01/2018;;31/03/2018;1553700430014
90387678;MICOFENOLATO DE SÓDIO;360 MG COM REV LIB RETARD CT BL AL AL X 50;ACCORD FARMACÊUTICA LTDA;01/01/2018;;31/03/2018;1553700430022
90387686;MICOFENOLATO DE SÓDIO;360 MG COM REV LIB RETARD CT BL AL AL X 100;ACCORD FARMACÊUTICA LTDA;01/01/2018;;31/03/2018;1553700430030
90387694;MICOFENOLATO DE SÓDIO;360 MG COM REV LIB RETARD CT BL AL AL X 120;ACCORD FARMACÊUTICA LTDA;01/01/2018;;31/03/2018;1553700430049
90387708;MICOFENOLATO DE SÓDIO;360 MG COM REV LIB RETARD CT BL AL AL X 250 (EMB HOSP);ACCORD FARMACÊUTICA LTDA;01/01/2018;;31/03/2018;1553700430057
90387716;MICOFENOLATO DE SÓDIO;360 MG COM REV LIB RETARD CT BL AL AL X 500 (EMB HOSP);ACCORD FARMACÊUTICA LTDA;01/01/2018;;31/03/2018;1553700430065
90418964;MICOFENOLATO DE SÓDIO;180 MG COM REV LIB RETARD CT BL AL AL X 120 (EMB HOSP);EMS S/A;01/03/2019;;31/05/2019;1023511310042
90418972;MICOFENOLATO DE SÓDIO;360 MG COM REV LIB RETARD CT BL AL AL X 120 (EMB HOSP);EMS S/A;01/03/2019;;31/05/2019;1023511310141
90409760;RYDAPT;25 MG CAP MOLE CT BL AL AL X 112;NOVARTIS BIOCIENCIAS S.A;01/03/2019;;31/05/2019;1006811560011
90035445;MITOCIN;0,5 MG/ML PO LIOF INJ CT FA VD AMB X 10 ML;BRISTOL-MYERS SQUIBB FARMACÊUTICA LTDA;01/01/2016;;31/03/2016;1018001220010
90035283;LISODREN;500 MG COM CT FR VD AMB X 100;BRISTOL-MYERS SQUIBB FARMACÊUTICA LTDA;01/01/2016;;31/03/2016;1018001190022
