Código do Termo;Termo;Data de início de vigência;Data de fim de vigência;Data de fim de implantação
30202051;Exérese de tumor e enxerto cutâneo ou mucoso;13/02/2009;;15/10/2010
30202060;Fístula orofacial - tratamento cirúrgico;13/02/2009;;15/10/2010
30202078;Glossectomia subtotal ou total, com ou sem mandibulectomia;13/02/2009;;15/10/2010
30202086;Palato-queiloplastia unilateral;13/02/2009;;15/10/2010
30202094;Palatoplastia com enxerto ósseo;13/02/2009;;15/10/2010
30202108;Palatoplastia com retalho faríngeo;13/02/2009;;15/10/2010
30202116;Palatoplastia com retalho miomucoso;13/02/2009;;15/10/2010
30202124;Palatoplastia parcial;13/02/2009;;15/10/2010
30202132;Palatoplastia total;13/02/2009;;15/10/2010
30202140;Plástica do ducto parotídeo;13/02/2009;;15/10/2010
30202159;Laserterapia para o tratamento da mucosite oral / orofaringe, por sessão;01/01/2016;;31/03/2016
30203015;Frenotomia lingual;13/02/2009;;15/10/2010
30203023;Tumor de língua - tratamento cirúrgico;13/02/2009;;15/10/2010
30203031;Biópsia de língua;09/09/2010;;15/10/2010
30204011;Biópsia de glândula salivar;13/02/2009;;15/10/2010
30204020;Excisão de glândula submandibular;13/02/2009;;15/10/2010
30204038;Exérese de rânula ou mucocele;13/02/2009;;15/10/2010
30204046;Parotidectomia parcial com conservação do nervo facial;13/02/2009;;15/10/2010
30204054;Parotidectomia total ampliada com ou sem reconstrução com retalhos locais;13/02/2009;;15/10/2010
30204062;Parotidectomia total com conservação do nervo facial;13/02/2009;;15/10/2010
30204070;Parotidectomia total com reconstrução do nervo facial;13/02/2009;;15/10/2010
30204089;Parotidectomia total com sacrificio do nervo facial, sem reconstrução;13/02/2009;;15/10/2010
30204097;Plastia de ducto salivar ou exérese de cálculo ou de rânula salivar;13/02/2009;;15/10/2010
30204100;Ressecção de tumor de glândula sublingual;13/02/2009;;15/10/2010
30205018;Abscesso faríngeo - qualquer área;13/02/2009;;15/10/2010
30205026;Adeno tonsilectomia - revisão cirúrgica;13/02/2009;;15/10/2010
30205034;Adeno-amigdalectomia;13/02/2009;;15/10/2010
30205042;Adenoidectomia;13/02/2009;;15/10/2010
30205050;Amigdalectomia das palatinas;13/02/2009;;15/10/2010
30205069;Amigdalectomia lingual;13/02/2009;;15/10/2010
30205077;Biópsia do cavum, orofaringe ou hipofaringe;13/02/2009;;15/10/2010
30205085;Cauterização (qualquer técnica) por sessão;13/02/2009;;15/10/2010
30205093;Corpo estranho de faringe - retirada em consultório;13/02/2009;;15/10/2010
30205107;Corpo estranho de faringe - retirada sob anestesia geral;13/02/2009;;15/10/2010
30205115;Criptólise amigdaliana;13/02/2009;;15/10/2010
30205140;Faringolaringectomia;13/02/2009;;15/10/2010
30205158;Faringolaringoesofagectomia total;13/02/2009;;15/10/2010
30205166;Ressecção de nasoangiofibroma;13/02/2009;;15/10/2010
30205174;Ressecção de tumor de faringe (via bucal ou nasal);13/02/2009;;15/10/2010
30205182;Ressecção de tumor de faringe com acesso por faringotomia ou por retalho jugal;13/02/2009;;15/10/2010
30205190;Ressecção de tumor de faringe com mandibulectomia;13/02/2009;;15/10/2010
30205204;Ressecção de tumor de faringe por mandibulotomia;13/02/2009;;15/10/2010
30205212;Ressecção de tumor de nasofaringe via endoscópica;13/02/2009;;15/10/2010
30205220;Tonsilectomia a laser;13/02/2009;;15/10/2010
30205239;Tumor de boca ou faringe - ressecção;13/02/2009;;15/10/2010
30205247;Uvulopalatofaringoplastia (qualquer técnica);13/02/2009;;15/10/2010
30205263;Uvulopalatofaringoplastia por radiofrequência;13/02/2009;;15/10/2010
30205271;Adenoidectomia por videoendoscopia;13/02/2009;;15/10/2010
30205280;Ressecção de nasoangiofibroma por videoendoscopia;13/02/2009;;15/10/2010
30206014;Alargamento de traqueostomia;13/02/2009;;15/10/2010
30206022;Aritenoidectomia microcirúrgica;13/02/2009;;15/10/2010
30206030;Aritenoidectomia ou aritenopexia via externa;13/02/2009;;15/10/2010
30206049;Confecção de fístula tráqueo-esofágica para prótese fonatória com miotomia faríngea;13/02/2009;;15/10/2010
30206065;Exérese de tumor por via endoscópica;13/02/2009;;15/10/2010
30206103;Injeção intralaríngea de toxina botulínica;13/02/2009;;15/10/2010
30206120;Laringectomia parcial;13/02/2009;;15/10/2010
30206138;Laringectomia total;13/02/2009;;15/10/2010
30206170;Laringofissura (inclusive com cordectomia);13/02/2009;;15/10/2010
30206200;Laringotraqueoplastia;13/02/2009;;15/10/2010
30206219;Microcirurgia com laser para remoção de lesões malignas;13/02/2009;;15/10/2010
30206227;Microcirurgia com uso de laser para ressecção de lesões benignas;13/02/2009;;15/10/2010
30206235;Microcirurgia para decorticação ou tratamento de edema de Reinke;13/02/2009;;15/10/2010
30206243;Microcirurgia para remoção de cisto ou lesão intracordal;13/02/2009;;15/10/2010
30206251;Microcirurgia para ressecção de papiloma;13/02/2009;;15/10/2010
30206260;Microcirurgia para ressecção de pólipo, nódulo ou granuloma;13/02/2009;;15/10/2010
30206278;Microcirurgia para tratamento de paralisia de prega vocal (inclui injeção de materiais);13/02/2009;;15/10/2010
30206294;Reconstrução para fonação após laringectomia;13/02/2009;;15/10/2010
30206308;Tiroplastia tipo 1 com rotação de aritenóide;13/02/2009;;15/10/2010
30206316;Tiroplastia tipo 1 simples;13/02/2009;;15/10/2010
30206324;Tiroplastia tipo 2 ou 3;13/02/2009;;15/10/2010
30206359;Tratamento cirúrgico da estenose laringo-traqueal;13/02/2009;;15/10/2010
30206367;Tratamento cirúrgico de trauma laríngeo (agudo);13/02/2009;;15/10/2010
30207010;Redução de fratura do malar (sem fixação);13/02/2009;;15/10/2010
30207029;Redução de fratura do malar (com fixação);13/02/2009;;15/10/2010
30207037;Redução de fratura de seio frontal (acesso frontal);13/02/2009;;15/10/2010
30207045;Redução de fratura de seio frontal (acesso coronal);13/02/2009;;15/10/2010
30207061;Fratura do arco zigomático - redução instrumental sem fixação;13/02/2009;;15/10/2010
30207070;Fratura do arco zigomático - redução cirúrgica com fixação;13/02/2009;;15/10/2010
30207088;Fratura  simples de mandíbula com contenção e bloqueio intermaxilar eventual;13/02/2009;;15/10/2010
30207096;Fratura simples de mandíbula - redução cirúrgica com fixação óssea e bloqueio intermaxilar eventual;13/02/2009;;15/10/2010
30207100;Fratura naso etmóido órbito-etmoidal;13/02/2009;;15/10/2010
30207118;Fratura cominutiva de mandíbula - redução cirúrgica com fixação óssea e bloqueio intermaxilar eventual;13/02/2009;;15/10/2010
30207126;Fraturas complexas de mandíbula - redução cirúrgica com fixação óssea e eventual bloqueio intermaxilar;13/02/2009;;15/10/2010
30207134;Fraturas alveolares - fixação com aparelho e contenção;13/02/2009;;15/10/2010
30207142;Fratura de maxila, tipo Lefort I e II - redução e aplicação de levantamento zigomático-maxilar com bloqueio intermaxilar eventual;13/02/2009;;15/10/2010
30207150;Fratura de maxila, tipo Lefort III - redução e aplicação de levantamento crânio-maxilar com bloqueio intermaxilar eventual;13/02/2009;;15/10/2010
30207169;Fratura Lefort I - fixação cirúrgica com síntese óssea, levantamento e bloqueio intermaxilar eventual;13/02/2009;;15/10/2010
30207177;Fratura Lefort II - fixação cirúrgica com síntese óssea, levantamento e bloqueio intermaxilar eventual;13/02/2009;;15/10/2010
30207185;Fratura Lefort III - fixação cirúrgica com síntese óssea, levantamento crânio-maxilar e bloqueio intermaxilar eventual;13/02/2009;;15/10/2010
30207193;Fraturas múltiplas de terço médio da face:fixação cirúrgica com síntese óssea, levantamento crânio maxilar e bloqueio intermaxilar;13/02/2009;;15/10/2010
30207207;Fraturas complexas do terço médio da face, fixação cirúrgica com síntese, levantamento crânio-maxilar, enxerto ósseo, halo craniano eventual;13/02/2009;;15/10/2010
30207215;Retirada dos meios de fixação (na face);13/02/2009;;15/10/2010
30207223;Tratamento conservador de fratura de ossos;13/02/2009;;15/10/2010
30207231;Redução de luxação do ATM;09/09/2010;;15/10/2010
30208017;Artroplastia para luxação recidivante da articulação têmporo-mandibular;13/02/2009;;15/10/2010
30208025;Osteoplastia para prognatismo, micrognatismo ou laterognatismo;13/02/2009;;15/10/2010
30208033;Osteotomias alvéolo palatinas;13/02/2009;;15/10/2010
30208041;Osteotomias segmentares da maxila ou malar;13/02/2009;;15/10/2010
30208050;Osteotomia tipo Lefort I;13/02/2009;;15/10/2010
30208068;Osteotomia tipo Lefort II;13/02/2009;;15/10/2010
30208076;Osteotomia tipo Lefort III - extracraniana;13/02/2009;;15/10/2010
30208084;Osteotomia crânio-maxilares complexas;13/02/2009;;15/10/2010
30208092;Redução simples da luxação da articulação têmporo-mandibular com fixação intermaxilar;13/02/2009;;15/10/2010
30208106;Reconstrução parcial da mandíbula com enxerto ósseo;13/02/2009;;15/10/2010
30208114;Reconstrução total de mandíbula com prótese e ou enxerto ósseo;13/02/2009;;15/10/2010
30208122;Tratamento cirúrgico de anquilose da articulação têmporo-mandibular;13/02/2009;;15/10/2010
30208130;Translocação etmóido orbital para tratamento do hipertelorismo    miocutâneo associado a expansor de tecido - por lado;13/02/2009;;15/10/2010
30208149;Tratamento cirúrgico ou artroplastia para luxação da articulação têmporo mandibular por artroscopia;01/01/2018;;31/03/2018
30209013;Osteoplastias etmóido orbitais;13/02/2009;;15/10/2010
30209021;Osteoplastias de mandíbula;13/02/2009;;15/10/2010
30209030;Osteoplastias do arco zigomático;13/02/2009;;15/10/2010
30209048;Osteoplastias da órbita;13/02/2009;;15/10/2010
30209056;Correção cirúrgica de depressão (afundamento) da região frontal;13/02/2009;;15/10/2010
30210011;Hemiatrofia facial, correção com enxerto de gordura ou implante;13/02/2009;;15/10/2010
30210020;Correção de tumores, cicatrizes ou ferimentos com o auxílio de expansores de tecidos - por estágio;13/02/2009;;15/10/2010
30210038;Paralisia facial - reanimação com o músculo temporal (região oral), sem neurotização;13/02/2009;;15/10/2010
30210046;Paralisia facial - reanimação com o músculo temporal (região orbital), sem neurotização;13/02/2009;;15/10/2010
30210054;Paralisia facial - reanimação com o músculo temporal (região oral) com neurotização;13/02/2009;;15/10/2010
30210062;Paralisia facial - reanimação com o músculo temporal (região orbital e oral) com neurotização;13/02/2009;;15/10/2010
30210070;Reconstrução com retalhos axiais supra-orbitais e supratrocleares;13/02/2009;;15/10/2010
30210089;Reconstrução com retalho axial da artéria temporal superficial;13/02/2009;;15/10/2010
30210097;Reconstrução com retalhos em VY de pedículo subarterial;13/02/2009;;15/10/2010
30210100;Reconstrução com rotação do músculo temporal;13/02/2009;;15/10/2010
30210119;Exérese de tumor maligno de pele;13/02/2009;;15/10/2010
30210127;Exérese de tumor benigno, cisto ou fístula;13/02/2009;;15/10/2010
30211018;Biópsia de mandíbula;13/02/2009;;15/10/2010
30211034;Ressecção de tumor de mandíbula com desarticulação de ATM;13/02/2009;;15/10/2010
30211042;Hemimandibulectomia ou ressecção segmentar ou seccional da mandíbula;13/02/2009;;15/10/2010
30211050;Mandibulectomia total;13/02/2009;;15/10/2010
30211069;Mandibulectomia com ou sem esvaziamento orbitário e rinotomia lateral;09/09/2010;;15/10/2010
30212014;Cervicotomia exploradora;13/02/2009;;15/10/2010
30212022;Drenagem de abscesso cervical profundo;13/02/2009;;15/10/2010
30212030;Esvaziamento cervical radical (especificar o lado);13/02/2009;;15/10/2010
30212049;Esvaziamento cervical radical ampliado;13/02/2009;;15/10/2010
30212057;Esvaziamento cervical seletivo (especificar o lado);13/02/2009;;15/10/2010
30212065;Exérese de cisto branquial;13/02/2009;;15/10/2010
30212073;Exérese de cisto tireoglosso;13/02/2009;;15/10/2010
30212081;Exérese de tumor benigno, cisto ou fístula cervical;13/02/2009;;15/10/2010
30212090;Linfadenectomia profunda;13/02/2009;;15/10/2010
30212103;Linfadenectomia superficial;13/02/2009;;15/10/2010
30212111;Neuroblastoma cervical - exérese;13/02/2009;;15/10/2010
30212120;Punção-biópsia de pescoço;13/02/2009;;15/10/2010
30212138;Reconstrução de esôfago cervical;13/02/2009;;15/10/2010
30212146;Ressecção de tumor de corpo carotídeo;13/02/2009;;15/10/2010
30212154;Retração cicatricial cervical - por estágio;13/02/2009;;15/10/2010
30212162;Retração cicatricial cervical com emprego de expansores de tecido - por estágio;13/02/2009;;15/10/2010
30212170;Torcicolo congênito - tratamento cirúrgico;13/02/2009;;15/10/2010
30212189;Tratamento cirúrgico da lipomatose cervical;13/02/2009;;15/10/2010
30212197;Tratamento cirúrgico de fístula com retalho cutâneo;13/02/2009;;15/10/2010
30213010;Biópsia de tireóide;13/02/2009;;15/10/2010
30213029;Bócio mergulhante: extirpação por acesso cérvico-torácico;13/02/2009;;15/10/2010
30213037;Istmectomia ou nodulectomia;13/02/2009;;15/10/2010
30213045;Tireoidectomia parcial;13/02/2009;;15/10/2010
30213053;Tireoidectomia total;13/02/2009;;15/10/2010
30214017;Biópsia de paratireóide;13/02/2009;;15/10/2010
30214025;Paratireoidectomia com toracotomia;13/02/2009;;15/10/2010
30214033;Reimplante de paratireóide previamente preservada;13/02/2009;;15/10/2010
30214041;Tratamento cirúrgico do hiperparatireoidismo primário;13/02/2009;;15/10/2010
30214050;Tratamento cirúrgico do hiperparatireoidismo secundário;13/02/2009;;15/10/2010
30215013;Cranioplastia;13/02/2009;;15/10/2010
30215021;Craniotomia descompressiva;13/02/2009;;15/10/2010
30215030;Craniotomia para tumores ósseos;13/02/2009;;15/10/2010
30215048;Reconstrução craniana ou craniofacial;13/02/2009;;15/10/2010
30215056;Retirada de cranioplastia;13/02/2009;;15/10/2010
30215072;Tratamento cirúrgico da craniossinostose;13/02/2009;;15/10/2010
30215080;Tratamento cirúrgico da fratura do crânio - afundamento;13/02/2009;;15/10/2010
30215099;Tratamento cirúrgico da osteomielite de crânio;13/02/2009;;15/10/2010
30301017;Abscesso de pálpebra - drenagem;13/02/2009;;15/10/2010
30301025;Biópsia de pálpebra;13/02/2009;;15/10/2010
30301033;Blefarorrafia;13/02/2009;;15/10/2010
30301041;Calázio - exérese;13/02/2009;;15/10/2010
30301050;Cantoplastia lateral;13/02/2009;;15/10/2010
30301068;Cantoplastia medial;13/02/2009;;15/10/2010
30301076;Coloboma - com plástica;13/02/2009;;15/10/2010
30301084;Correção cirúrgica de ectrópio ou entrópio;13/02/2009;;15/10/2010
30301092;Correção de bolsas palpebrais - unilateral;13/02/2009;;15/10/2010
30301106;Dermatocalaze ou blefarocalaze exérese - unilateral;13/02/2009;;15/10/2010
30301114;Epicanto - correção cirúrgica - unilateral;13/02/2009;;15/10/2010
30301122;Epilação;13/02/2009;;15/10/2010
30301130;Epilação de cílios (diatermo-coagulação);13/02/2009;;15/10/2010
30301149;Fissura palpebral - correção cirúrgica;13/02/2009;;15/10/2010
30301157;Lagoftalmo - correção cirúrgica;13/02/2009;;15/10/2010
30301165;Pálpebra - reconstrução parcial (com ou sem ressecção de tumor);13/02/2009;;15/10/2010
30301173;Pálpebra - reconstrução total (com ou sem ressecção de tumor) - por estágio;13/02/2009;;15/10/2010
30301181;Ptose palpebral - correção cirúrgica - unilateral;13/02/2009;;15/10/2010
30301190;Ressecção de tumores palpebrais;13/02/2009;;15/10/2010
30301203;Retração palpebral - correção cirúrgica;13/02/2009;;15/10/2010
30301211;Simbléfaro com ou sem enxerto - correção cirúrgica;13/02/2009;;15/10/2010
30301220;Supercílio - reconstrução total;13/02/2009;;15/10/2010
30301238;Sutura de pálpebra;13/02/2009;;15/10/2010
